Mês/Ano,Região,Estado,Produto,Quantidade Processada (t)
07/2017,NORDESTE,Piauí,CANA DE AÇÚCAR,"7738,145"
07/2017,NORTE,Amazonas,CANA DE AÇÚCAR,"8567,530"
07/2017,NORTE,Pará,CANA DE AÇÚCAR,"90464,362"
07/2017,NORTE,Tocantins,CANA DE AÇÚCAR,"324381,740"
07/2017,SUDESTE,Espírito Santo,CANA DE AÇÚCAR,"147725,304"
07/2017,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"3717055,165"
07/2017,SUDESTE,Rio de Janeiro,CANA DE AÇÚCAR,"39571,828"
07/2017,SUDESTE,São Paulo,CANA DE AÇÚCAR,"296859297,245"
07/2017,SUL,Paraná,CANA DE AÇÚCAR,"1841395,841"
07/2017,NORDESTE,Maranhão,MELAÇO,"1839,000"
07/2017,NORDESTE,Piauí,MELAÇO,"11127,585"
07/2017,SUDESTE,Minas Gerais,MELAÇO,"25458,171"
07/2017,SUDESTE,São Paulo,MELAÇO,"160075,239"
07/2017,SUL,Paraná,MELAÇO,"6830,517"
07/2017,CENTRO OESTE,Goiás,MILHO,"39891,804"
07/2017,CENTRO OESTE,Mato Grosso,MILHO,"46885,198"
07/2017,CENTRO OESTE,Mato Grosso,OUTRAS MATÉRIAS - PRIMAS,"5023,415"
07/2017,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"4212,048"
07/2017,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"1597106,260"
06/2017,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"3875597,917"
06/2017,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"999477,202"
06/2017,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"16226427,700"
06/2017,NORDESTE,Bahia,CANA DE AÇÚCAR,"137,136"
06/2017,NORDESTE,Maranhão,CANA DE AÇÚCAR,"89468,940"
06/2017,NORDESTE,Piauí,CANA DE AÇÚCAR,"12877,795"
06/2017,NORTE,Pará,CANA DE AÇÚCAR,"85468,065"
06/2017,NORTE,Tocantins,CANA DE AÇÚCAR,"336,803"
06/2017,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"2267026,983"
06/2017,SUDESTE,Rio de Janeiro,CANA DE AÇÚCAR,"16,299"
06/2017,SUDESTE,São Paulo,CANA DE AÇÚCAR,"54572302,980"
06/2017,SUL,Paraná,CANA DE AÇÚCAR,"1225455,842"
06/2017,NORDESTE,Piauí,MELAÇO,"2144,121"
06/2017,SUDESTE,Minas Gerais,MELAÇO,"26203,479"
06/2017,SUDESTE,São Paulo,MELAÇO,"135786,711"
06/2017,SUL,Paraná,MELAÇO,"2448,160"
06/2017,CENTRO OESTE,Goiás,MILHO,"25487,749"
06/2017,CENTRO OESTE,Mato Grosso,MILHO,"16847,190"
06/2017,CENTRO OESTE,Mato Grosso,OUTRAS MATÉRIAS - PRIMAS,"1391,739"
06/2017,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"237665,256"
06/2017,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"715315,964"
05/2017,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"3334136,151"
05/2017,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"743526,808"
05/2017,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"974605,090"
05/2017,NORDESTE,Bahia,CANA DE AÇÚCAR,"140,925"
05/2017,NORDESTE,Maranhão,CANA DE AÇÚCAR,"24201,550"
05/2017,NORTE,Tocantins,CANA DE AÇÚCAR,"351,060"
05/2017,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"1691996,070"
05/2017,SUDESTE,São Paulo,CANA DE AÇÚCAR,"7327413,820"
05/2017,SUL,Paraná,CANA DE AÇÚCAR,"1152472,092"
05/2017,SUDESTE,Minas Gerais,MELAÇO,"21657,493"
05/2017,SUDESTE,São Paulo,MELAÇO,"109478,018"
05/2017,SUL,Paraná,MELAÇO,"3443,385"
05/2017,CENTRO OESTE,Goiás,MILHO,"22378,363"
05/2017,CENTRO OESTE,Mato Grosso,MILHO,"16617,136"
05/2017,CENTRO OESTE,Goiás,OUTRAS MATÉRIAS - PRIMAS,"72837,420"
05/2017,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"7037,311"
05/2017,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"961,809"
04/2017,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"2374817,157"
04/2017,CENTRO OESTE,Mato Grosso,CANA DE AÇÚCAR,"220187,926"
04/2017,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"834888,803"
04/2017,NORDESTE,Alagoas,CANA DE AÇÚCAR,"177,694"
04/2017,NORDESTE,Bahia,CANA DE AÇÚCAR,"46,100"
04/2017,NORTE,Tocantins,CANA DE AÇÚCAR,"163,703"
04/2017,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"1209075,707"
04/2017,SUDESTE,São Paulo,CANA DE AÇÚCAR,"10304960,527"
04/2017,SUL,Paraná,CANA DE AÇÚCAR,"934079,058"
04/2017,SUDESTE,Minas Gerais,MELAÇO,"14212,950"
04/2017,SUDESTE,São Paulo,MELAÇO,"51779,015"
04/2017,SUL,Paraná,MELAÇO,"126,847"
04/2017,CENTRO OESTE,Goiás,MILHO,"17815,075"
04/2017,CENTRO OESTE,Mato Grosso,MILHO,"18905,330"
04/2017,CENTRO OESTE,Goiás,OUTRAS MATÉRIAS - PRIMAS,"19856,120"
04/2017,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"69902,610"
04/2017,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"208,757"
03/2017,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"600020,720"
03/2017,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"593907,960"
03/2017,NORDESTE,Alagoas,CANA DE AÇÚCAR,"33753,118"
03/2017,SUDESTE,Minas Gerais,CANA DE AÇÚCAR,"204315,950"
03/2017,SUDESTE,São Paulo,CANA DE AÇÚCAR,"3866957,557"
03/2017,SUL,Paraná,CANA DE AÇÚCAR,"466604,100"
03/2017,NORDESTE,Alagoas,MELAÇO,"3906,786"
03/2017,SUDESTE,São Paulo,MELAÇO,"10500,158"
03/2017,SUL,Paraná,MELAÇO,"402,584"
03/2017,CENTRO OESTE,Goiás,MILHO,"33147,097"
03/2017,CENTRO OESTE,Mato Grosso,MILHO,"25266,586"
03/2017,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"5203,255"
03/2017,SUL,Paraná,OUTRAS MATÉRIAS - PRIMAS,"828,000"
02/2017,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"363787,342"
02/2017,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"538598,239"
02/2017,NORDESTE,Alagoas,CANA DE AÇÚCAR,"9792,061"
02/2017,SUDESTE,São Paulo,CANA DE AÇÚCAR,"50613,221"
02/2017,SUL,Paraná,CANA DE AÇÚCAR,"121,140"
02/2017,NORDESTE,Pernambuco,MELAÇO,"6944640,000"
02/2017,CENTRO OESTE,Goiás,MILHO,"31894,077"
02/2017,CENTRO OESTE,Mato Grosso,MILHO,"27098,790"
02/2017,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"5752,258"
01/2017,CENTRO OESTE,Goiás,CANA DE AÇÚCAR,"35862,100"
01/2017,CENTRO OESTE,Mato Grosso do Sul,CANA DE AÇÚCAR,"424412,640"
01/2017,NORDESTE,Alagoas,CANA DE AÇÚCAR,"34811,050"
01/2017,NORDESTE,Paraíba,CANA DE AÇÚCAR,"16885,750"
01/2017,NORDESTE,Sergipe,CANA DE AÇÚCAR,"9,816"
01/2017,SUDESTE,São Paulo,CANA DE AÇÚCAR,"65595,828"
01/2017,NORDESTE,Alagoas,MELAÇO,"1118590,000"
01/2017,NORDESTE,Pernambuco,MELAÇO,"14530730,925"
01/2017,CENTRO OESTE,Goiás,MILHO,"12315,080"
01/2017,CENTRO OESTE,Mato Grosso,MILHO,"33122,457"
01/2017,CENTRO OESTE,Mato Grosso,OUTRAS MATÉRIAS - PRIMAS,"340,438"
01/2017,SUDESTE,São Paulo,OUTRAS MATÉRIAS - PRIMAS,"6969,754"
